OrderId,UserId,OrderValue,PaymentType,District,OrderSource,OrderType,DeliveryCharge,OrderPlacedDay,OrderConfirmDayOverPhone,IsCartOrder,OrderFromPromotionalEvent, courierService ,isRTO
2634269,841020,477,MPD                 ,Dhaka,android,normal,30,7/27/2019 7:53,7/27/2019 3:28,No,Yes,E-Desh                                                                                              ,No
2634266,970238,486,MPD                 ,Feni,android,normal,60,7/27/2019 7:49,7/27/2019 2:56,No,Yes,Paperfly                                                                                            ,No
2634262,979937,230,MPD                 ,Dhaka,android,normal,30,7/27/2019 7:44,7/27/2019 4:57,No,Yes,E-Desh                                                                                              ,Yes
2634256,881967,120,MPD                 ,Rangpur,mobile-site,normal,25,7/27/2019 7:36,7/27/2019 3:40,Yes,No,Bangladesh Postal Service                                                                           ,No
2634245,623707,249,ADC                 ,Dhaka (Outside City),android,normal,25,7/27/2019 7:27,7/27/2019 3:42,No,No,Paperfly                                                                                            ,No
2634241,845354,220,MPD                 ,Rajshahi (Outside City),android,normal,60,7/27/2019 7:19,7/27/2019 5:16,No,Yes,Paperfly                                                                                            ,No
2634235,979957,187,MPD                 ,Gazipur,android,normal,60,7/27/2019 6:51,7/27/2019 5:04,No,Yes,E-Desh                                                                                              ,Yes
2634223,976479,153,MPD                 ,Gazipur,android,normal,60,7/27/2019 6:34,7/27/2019 3:47,No,Yes,E-Desh                                                                                              ,Yes
2634221,943288,220,MPD                 ,Dhaka,android,normal,30,7/27/2019 6:19,7/27/2019 3:44,No,No,E-Desh                                                                                              ,No
2634217,387579,357,MPD                 ,Chapai-Nawabganj,android,normal,0,7/27/2019 6:02,7/27/2019 4:06,Yes,No,Paperfly                                                                                            ,No
2634216,387579,1090,MPD                 ,Chapai-Nawabganj,android,normal,0,7/27/2019 6:02,7/27/2019 4:06,Yes,No,Paperfly                                                                                            ,No
2634215,980717,1150,MPD                 ,Cox's-Bazar,android,normal,0,7/27/2019 5:54,7/27/2019 5:41,No,No,Bangladesh Postal Service                                                                           ,No
2634213,980713,154,MPD                 ,Dhaka,mobile-site,normal,35,7/27/2019 5:46,7/27/2019 2:36,Yes,Yes,E-Desh                                                                                              ,No
2634212,857599,125,MPS                 ,khulna City,android,normal,0,7/27/2019 5:43,7/27/2019 2:29,Yes,Yes,E-Desh                                                                                              ,No
2634211,857599,125,MPS                 ,khulna City,android,normal,0,7/27/2019 5:43,7/27/2019 2:29,Yes,Yes,E-Desh                                                                                              ,No
2634210,857599,182,MPS                 ,khulna City,android,normal,0,7/27/2019 5:43,7/27/2019 2:29,Yes,Yes,E-Desh                                                                                              ,No
2634209,857599,195,MPS                 ,khulna City,android,normal,0,7/27/2019 5:43,7/27/2019 2:29,Yes,No,E-Desh                                                                                              ,No
2634208,857599,553,MPS                 ,khulna City,android,normal,0,7/27/2019 5:43,7/27/2019 2:29,Yes,Yes,E-Desh                                                                                              ,No
2634202,980713,245,MPD                 ,Dhaka,android,normal,25,7/27/2019 4:42,7/27/2019 2:36,Yes,Yes,E-Desh                                                                                              ,No
2634201,980713,0,MPD                 ,Dhaka,android,normal,30,7/27/2019 4:42,7/27/2019 2:36,Yes,Yes,E-Desh                                                                                              ,No
2634200,97369,600,MPD                 ,Dhaka,android,normal,30,7/27/2019 4:30,7/27/2019 9:16,No,No,E-Desh                                                                                              ,Yes
2634199,97369,399,MPD                 ,Dhaka,android,normal,30,7/27/2019 4:27,7/27/2019 9:16,No,No,E-Desh                                                                                              ,Yes
2634186,740637,199,MPD                 ,Dhaka,android,normal,30,7/27/2019 3:44,7/27/2019 3:53,No,Yes,E-Desh                                                                                              ,No
2634184,97369,367,MPD                 ,Dhaka,android,normal,30,7/27/2019 3:43,7/27/2019 9:16,No,No,E-Desh                                                                                              ,Yes
2634175,97369,282,MPD                 ,Dhaka,android,normal,30,7/27/2019 3:30,7/27/2019 9:16,No,No,E-Desh                                                                                              ,Yes
2634166,666586,105,MPD                 ,Dhaka,android,normal,25,7/27/2019 3:17,7/27/2019 2:15,Yes,Yes,E-Desh                                                                                              ,Yes
2634165,666586,250,MPD                 ,Dhaka,android,normal,30,7/27/2019 3:17,7/27/2019 2:15,Yes,Yes,E-Desh                                                                                              ,Yes
2634163,980694,247,MPS                 ,Gazipur,android,normal,0,7/27/2019 3:15,7/27/2019 2:26,No,Yes,Paperfly                                                                                            ,No
2634162,853758,247,MPD                 ,Dhaka,android,normal,30,7/27/2019 3:12,7/27/2019 3:36,No,Yes,E-Desh                                                                                              ,No
2634158,968206,274,MPD                 ,Dhaka,android,normal,30,7/27/2019 3:06,7/27/2019 3:29,No,No,E-Desh                                                                                              ,No
2634145,526760,499,MPD                 ,Dhaka,android,normal,30,7/27/2019 2:44,7/27/2019 4:52,No,No,E-Desh                                                                                              ,No
2634133,773937,195,MPS                 ,Brahmanbaria,android,normal,25,7/27/2019 2:26,7/27/2019 2:26,Yes,Yes,Paperfly                                                                                            ,No
2634131,922863,287,MPS                 ,Khagrachhari,android,normal,25,7/27/2019 2:23,7/27/2019 2:58,No,Yes,Paperfly                                                                                            ,No
2634129,922863,140,MPS                 ,Khagrachhari,android,normal,25,7/27/2019 2:16,7/27/2019 2:58,No,No,Paperfly                                                                                            ,No
2634124,980687,270,MPD                 ,Gazipur,android,normal,60,7/27/2019 2:03,7/27/2019 6:51,Yes,No,E-Desh                                                                                              ,No
2634123,980686,0,MPS                 ,Dhaka,android,normal,0,7/27/2019 2:02,7/27/2019 2:24,Yes,Yes,E-Desh                                                                                              ,No
2634122,980686,245,MPS                 ,Dhaka,android,normal,0,7/27/2019 2:02,7/27/2019 2:24,Yes,Yes,E-Desh                                                                                              ,No
2634120,962949,200,MPD                 ,Barguna,android,normal,60,7/27/2019 1:59,7/27/2019 2:44,No,Yes,Paperfly                                                                                            ,No
2634119,970002,220,MPD                 ,Dhaka (Outside City),android,normal,60,7/27/2019 1:57,7/27/2019 4:50,No,Yes,Bangladesh Postal Service                                                                           ,No
2634116,919415,690,MPS                 ,Lakshmipur,android,normal,0,7/27/2019 1:56,7/27/2019 2:24,No,Yes,Bangladesh Postal Service                                                                           ,No
2634115,969421,190,MPD                 ,Dhaka,android,normal,30,7/27/2019 1:54,7/27/2019 5:04,No,No,E-Desh                                                                                              ,Yes
2634114,980685,168,MPD                 ,Sylhet City,android,normal,60,7/27/2019 1:53,7/27/2019 11:04,No,Yes,E-Desh                                                                                              ,No
2634110,318453,185,MPD                 ,Dhaka,android,normal,30,7/27/2019 1:46,7/27/2019 3:14,No,No,E-Desh                                                                                              ,Yes
2634109,463107,429,MPS                 ,Rajshahi City,mobile-site,express,45,7/27/2019 1:45,7/29/2019 14:44,Yes,Yes,Paperfly                                                                                            ,No
2634108,470534,551,MPD                 ,Dhaka,android,normal,30,7/27/2019 1:44,7/27/2019 3:51,No,Yes,E-Desh                                                                                              ,No
2634097,980679,0,MPD                 ,Dhaka (Outside City),android,normal,25,7/27/2019 1:42,7/27/2019 2:21,Yes,Yes,Paperfly                                                                                            ,No
2634096,980679,245,MPD                 ,Dhaka (Outside City),android,normal,60,7/27/2019 1:42,7/27/2019 2:21,Yes,Yes,Paperfly                                                                                            ,No
2634095,853367,0,MPD                 ,Tangail,android,normal,25,7/27/2019 1:41,7/27/2019 2:54,Yes,Yes,Paperfly                                                                                            ,No
2634094,853367,250,MPD                 ,Tangail,android,normal,60,7/27/2019 1:41,7/27/2019 2:54,Yes,Yes,Paperfly                                                                                            ,No
2634088,938866,299,MPD                 ,Dhaka,android,normal,30,7/27/2019 1:38,7/27/2019 4:25,No,No,E-Desh                                                                                              ,Yes
2634087,497529,362,ADC                 ,Chittagong City,android,normal,25,7/27/2019 1:37,7/27/2019 3:11,No,No,E-Desh                                                                                              ,No
2634086,980679,0,MPD                 ,Dhaka (Outside City),android,normal,25,7/27/2019 1:36,7/27/2019 2:21,Yes,Yes,Paperfly                                                                                            ,No
2634085,980679,245,MPD                 ,Dhaka (Outside City),android,normal,60,7/27/2019 1:36,7/27/2019 2:21,Yes,Yes,Paperfly                                                                                            ,No
2634082,938866,300,MPD                 ,Dhaka,android,normal,30,7/27/2019 1:34,7/27/2019 4:25,No,No,E-Desh                                                                                              ,Yes
2634080,4561,199,OPS                 ,Dhaka,mobile-site,normal,25,7/27/2019 1:33,7/27/2019 10:09,Yes,No,E-Desh                                                                                              ,No
2634077,980679,329,MPD                 ,Dhaka (Outside City),android,normal,60,7/27/2019 1:32,7/27/2019 2:21,No,Yes,Paperfly                                                                                            ,No
2634076,285568,0,MPD                 ,Dhaka,android,normal,25,7/27/2019 1:30,7/27/2019 2:41,Yes,Yes,E-Desh                                                                                              ,No
2634075,285568,225,MPD                 ,Dhaka,android,normal,30,7/27/2019 1:30,7/27/2019 2:41,Yes,Yes,E-Desh                                                                                              ,No
2634074,980678,180,MPD                 ,Dhaka,android,normal,30,7/27/2019 1:29,7/27/2019 3:08,No,Yes,E-Desh                                                                                              ,Yes
2634070,979466,0,MPS                 ,Dhaka,android,normal,25,7/27/2019 1:26,7/27/2019 2:23,Yes,Yes,E-Desh                                                                                              ,No
2634069,979466,245,MPS                 ,Dhaka,android,normal,25,7/27/2019 1:26,7/27/2019 2:23,Yes,Yes,E-Desh                                                                                              ,No
2634067,381445,248,MPD                 ,Dhaka,mobile-site,normal,35,7/27/2019 1:26,7/27/2019 2:45,No,No,E-Desh                                                                                              ,No
2634059,946645,154,MPD                 ,Chittagong City,android,express,75,7/27/2019 1:08,7/27/2019 3:12,No,Yes,Paperfly                                                                                            ,No
2634048,827431,274,MPS                 ,Dhaka,android,normal,25,7/27/2019 1:03,7/27/2019 2:20,No,No,E-Desh                                                                                              ,No
2634039,640405,391,MPS                 ,Dhaka,android,normal,25,7/27/2019 0:57,7/27/2019 2:20,No,Yes,E-Desh                                                                                              ,No
2634036,827431,199,MPS                 ,Dhaka,android,normal,25,7/27/2019 0:55,7/27/2019 2:20,No,Yes,E-Desh                                                                                              ,No
2634033,970950,850,MPD                 ,Dhaka,android,normal,30,7/27/2019 0:53,7/27/2019 4:23,No,No,E-Desh                                                                                              ,Yes
2634031,980667,270,MPD                 ,Dhaka,android,normal,0,7/27/2019 0:52,7/27/2019 3:46,Yes,No,E-Desh                                                                                              ,No
2634029,862609,192,MPS                 ,Chittagong City,android,normal,25,7/27/2019 0:51,7/27/2019 2:57,No,Yes,E-Desh                                                                                              ,No
2634026,817633,247,MPD                 ,Satkhira,android,normal,60,7/27/2019 0:49,7/27/2019 5:22,No,Yes,Paperfly                                                                                            ,No
2634020,817633,201,MPD                 ,Satkhira,android,normal,60,7/27/2019 0:42,7/27/2019 5:22,No,Yes,Paperfly                                                                                            ,No
2634010,980667,1980,MPD                 ,Dhaka,android,normal,0,7/27/2019 0:38,7/27/2019 3:46,Yes,No,E-Courier LTD                                                                                       ,No
2634008,794272,170,MPD                 ,Dhaka,android,normal,30,7/27/2019 0:37,7/27/2019 6:54,No,Yes,E-Desh                                                                                              ,No
2634005,980653,173,MPD                 ,Bogra,android,normal,60,7/27/2019 0:29,7/27/2019 2:52,Yes,Yes,Bangladesh Postal Service                                                                           ,No
2634003,576895,650,MPD                 ,Chittagong (Outside City),android,normal,60,7/27/2019 0:27,7/27/2019 2:54,No,No,Paperfly                                                                                            ,No
2634002,862047,301,MPD                 ,Satkhira,android,express,75,7/27/2019 0:25,7/27/2019 3:26,No,Yes,Bangladesh Postal Service                                                                           ,No
2634001,950865,310,MPD                 ,Dhaka,android,normal,30,7/27/2019 0:24,7/27/2019 2:52,No,Yes,E-Desh                                                                                              ,No
2634000,938866,190,MPD                 ,Dhaka,android,normal,30,7/27/2019 0:24,7/27/2019 4:25,No,No,E-Desh                                                                                              ,Yes
2633999,960079,550,OPS                 ,Dhaka,android,normal,0,7/27/2019 0:24,7/27/2019 2:20,No,No,E-Desh                                                                                              ,No
2633997,862047,201,MPD                 ,Satkhira,android,express,75,7/27/2019 0:19,7/27/2019 3:25,No,Yes,Bangladesh Postal Service                                                                           ,No
2633995,960079,249,OPS                 ,Dhaka,android,normal,0,7/27/2019 0:19,7/27/2019 2:50,No,No,E-Desh                                                                                              ,No
2633993,1083,210,MPD                 ,Dhaka,android,normal,30,7/27/2019 0:17,7/27/2019 2:40,No,No,E-Desh                                                                                              ,No
2633992,498723,590,MPD                 ,Jessore,android,normal,60,7/27/2019 0:17,7/27/2019 2:37,No,No,Bangladesh Postal Service                                                                           ,No
2633991,938866,249,MPD                 ,Dhaka,android,normal,30,7/27/2019 0:17,7/27/2019 4:25,No,No,E-Desh                                                                                              ,Yes
2633984,768763,270,MPD                 ,khulna (Outside City),android,normal,60,7/27/2019 0:09,7/27/2019 6:38,No,Yes,Paperfly                                                                                            ,No
2633982,980653,115,MPD                 ,Bogra,android,normal,60,7/27/2019 0:08,7/27/2019 2:52,Yes,Yes,Bangladesh Postal Service                                                                           ,No
2633978,980654,419,MPD                 ,Nilphamari,mobile-site,express,75,7/27/2019 0:02,7/27/2019 6:31,No,No,Bangladesh Postal Service                                                                           ,No
2633977,974538,247,MPS                 ,Dhaka,android,normal,0,7/27/2019 0:02,7/27/2019 2:19,No,Yes,E-Desh                                                                                              ,No
2633975,556377,950,MPD                 ,Noakhali,android,express,200,7/27/2019 0:01,7/27/2019 13:23,No,No,Bangladesh Postal Service                                                                           ,No
2633974,813376,500,MPD                 ,Brahmanbaria,mobile-site,normal,65,7/27/2019 0:00,7/27/2019 9:31,No,No,Paperfly                                                                                            ,No
2633969,977382,486,MPD                 ,Bogra,android,normal,60,7/26/2019 23:58,7/27/2019 2:38,No,Yes,Bangladesh Postal Service                                                                           ,No
2633961,420894,1250,MPD                 ,Dhaka,mobile-site,normal,25,7/26/2019 23:56,7/27/2019 2:31,Yes,No,E-Courier LTD                                                                                       ,No
2633960,420894,1290,MPD                 ,Dhaka,mobile-site,normal,35,7/26/2019 23:56,7/27/2019 2:31,Yes,No,E-Courier LTD                                                                                       ,No
2633945,1083,600,MPD                 ,Dhaka,android,normal,30,7/26/2019 23:47,7/26/2019 17:50,No,No,E-Courier LTD                                                                                       ,No
2633942,556377,201,MPD                 ,Noakhali,android,normal,60,7/26/2019 23:46,7/26/2019 17:50,No,Yes,Bangladesh Postal Service                                                                           ,No
2633933,915923,190,MPD                 ,Dhaka,android,normal,30,7/26/2019 23:36,7/26/2019 17:43,No,Yes,E-Desh                                                                                              ,Yes
2633908,338821,154,MPS                 ,Dhaka,android,normal,25,7/26/2019 23:28,7/26/2019 17:33,No,Yes,E-Desh                                                                                              ,No
2633907,855708,296,MPD                 ,Dhaka,android,normal,30,7/26/2019 23:28,7/26/2019 17:29,No,Yes,E-Desh                                                                                              ,No
2633903,296628,207,MPS                 ,Cox's-Bazar,android,normal,0,7/26/2019 23:27,7/26/2019 17:31,Yes,No,Paperfly                                                                                            ,No
2633899,966731,146,MPD                 ,Gazipur,android,normal,25,7/26/2019 23:25,7/26/2019 17:27,Yes,Yes,Bangladesh Postal Service                                                                           ,No
2633898,966731,219,MPD                 ,Gazipur,android,normal,60,7/26/2019 23:25,7/26/2019 17:27,Yes,Yes,Bangladesh Postal Service                                                                           ,No
2633897,706082,550,MPD                 ,Nilphamari,android,normal,60,7/26/2019 23:25,7/26/2019 17:29,No,No,Paperfly                                                                                            ,No
2633888,980193,121,MPD                 ,Mymensingh,android,normal,60,7/26/2019 23:21,7/26/2019 17:22,No,Yes,E-Desh                                                                                              ,No
2633887,521547,154,MPD                 ,Dhaka,android,normal,30,7/26/2019 23:19,7/26/2019 17:20,No,Yes,E-Desh                                                                                              ,No
2633885,946645,296,MPD                 ,Chittagong City,android,express,75,7/26/2019 23:18,7/27/2019 3:12,No,Yes,Paperfly                                                                                            ,No
2633882,755747,260,MPD                 ,Bogra,android,normal,60,7/26/2019 23:17,7/26/2019 17:19,No,No,Bangladesh Postal Service                                                                           ,No
2633881,855708,500,MPD                 ,Dhaka,android,normal,30,7/26/2019 23:17,7/26/2019 17:21,No,Yes,E-Desh                                                                                              ,No
2633865,952365,290,MPD                 ,Dhaka,android,normal,30,7/26/2019 23:10,7/26/2019 17:17,No,Yes,E-Desh                                                                                              ,No
2633859,952365,283,MPD                 ,Dhaka,android,normal,30,7/26/2019 23:08,7/26/2019 17:18,No,Yes,E-Desh                                                                                              ,No
2633855,188167,150,ADC                 ,Chittagong City,android,normal,25,7/26/2019 23:05,7/26/2019 17:05,No,No,E-Desh                                                                                              ,No
2633839,903305,130,MPD                 ,Jessore,android,normal,25,7/26/2019 22:54,7/26/2019 16:55,Yes,Yes,Bangladesh Postal Service                                                                           ,No
2633838,903305,260,MPD                 ,Jessore,android,normal,60,7/26/2019 22:54,7/26/2019 16:55,Yes,Yes,Bangladesh Postal Service                                                                           ,No
2633831,730270,254,MPD                 ,Jessore,android,normal,60,7/26/2019 22:51,7/26/2019 16:59,No,Yes,Paperfly                                                                                            ,No
2633828,977224,446,MPD                 ,Dhaka,android,normal,30,7/26/2019 22:46,7/26/2019 16:50,No,No,E-Desh                                                                                              ,Yes
2633825,949201,335,MPS                 ,Gazipur,android,normal,25,7/26/2019 22:45,7/26/2019 16:52,No,Yes,Paperfly                                                                                            ,No
2633821,809773,335,MPD                 ,Rangamati,android,normal,60,7/26/2019 22:44,7/26/2019 16:48,No,Yes,Bangladesh Postal Service                                                                           ,No
2633817,540152,250,MPD                 ,Dhaka,android,normal,30,7/26/2019 22:43,7/26/2019 16:49,No,No,E-Desh                                                                                              ,No
2633812,975180,455,MPD                 ,Dhaka,mobile-site,normal,35,7/26/2019 22:40,7/26/2019 16:55,No,No,E-Desh                                                                                              ,No
2633802,979234,230,MPD                 ,Dhaka,android,normal,30,7/26/2019 22:35,7/26/2019 16:52,No,Yes,E-Desh                                                                                              ,No
2633799,540152,160,MPD                 ,Dhaka,android,normal,30,7/26/2019 22:33,7/26/2019 16:49,No,No,E-Desh                                                                                              ,No
2633796,978266,490,MPS                 ,Faridpur,android,normal,0,7/26/2019 22:32,7/26/2019 16:53,No,No,Paperfly                                                                                            ,No
2633789,980583,173,MPD                 ,Habiganj,android,normal,60,7/26/2019 22:29,7/26/2019 16:52,No,Yes,Paperfly                                                                                            ,No
2633788,971438,369,MPD                 ,Narayanganj,mobile-site,normal,65,7/26/2019 22:29,7/26/2019 16:50,No,No,Paperfly                                                                                            ,No
2633786,980604,1800,MPD                 ,Dhaka,android,normal,0,7/26/2019 22:29,7/26/2019 16:43,No,No,E-Desh                                                                                              ,No
2633785,980594,290,MPD                 ,Dhaka,android,normal,30,7/26/2019 22:28,7/26/2019 16:50,No,Yes,E-Desh                                                                                              ,No
2633782,980316,305,MPD                 ,Pabna,android,normal,60,7/26/2019 22:27,7/26/2019 16:32,No,No,Paperfly                                                                                            ,No
2633781,980605,454,MPD                 ,Dhaka,android,normal,30,7/26/2019 22:26,7/26/2019 17:20,No,No,E-Desh                                                                                              ,No
2633774,540152,274,MPD                 ,Dhaka,android,normal,30,7/26/2019 22:23,7/26/2019 16:27,No,No,E-Desh                                                                                              ,No
2633768,978266,193,MPD                 ,Faridpur,android,normal,60,7/26/2019 22:21,7/26/2019 16:24,No,No,Paperfly                                                                                            ,No
2633760,710073,428,MPD                 ,Dhaka,android,normal,30,7/26/2019 22:18,7/26/2019 16:24,No,No,E-Desh                                                                                              ,No
2633758,966127,235,MPD                 ,Panchagarh,android,express,75,7/26/2019 22:16,7/26/2019 16:26,No,Yes,Bangladesh Postal Service                                                                           ,No
2633756,980599,443,MPD                 ,Dhaka,android,normal,30,7/26/2019 22:16,7/26/2019 16:20,No,Yes,E-Desh                                                                                              ,No
2633755,303663,306,MPS                 ,Gazipur,android,normal,0,7/26/2019 22:14,7/26/2019 16:17,Yes,No,Paperfly                                                                                            ,No
2633754,303663,187,MPS                 ,Gazipur,android,normal,0,7/26/2019 22:14,7/26/2019 16:17,Yes,Yes,Paperfly                                                                                            ,No
2633753,303663,515,MPS                 ,Gazipur,android,normal,0,7/26/2019 22:14,7/26/2019 16:17,Yes,Yes,Paperfly                                                                                            ,No
2633750,980096,182,MPD                 ,Gazipur,android,normal,60,7/26/2019 22:12,7/26/2019 16:16,No,Yes,E-Desh                                                                                              ,Yes
2633749,980595,220,MPS                 ,Sylhet City,android,normal,0,7/26/2019 22:12,7/26/2019 16:15,Yes,Yes,E-Desh                                                                                              ,No
2633748,980595,505,MPS                 ,Sylhet City,android,normal,0,7/26/2019 22:12,7/26/2019 16:15,Yes,Yes,E-Desh                                                                                              ,No
2633745,803216,290,MPD                 ,Dhaka,android,normal,30,7/26/2019 22:11,7/26/2019 16:18,No,Yes,E-Desh                                                                                              ,No
2633743,978266,173,MPD                 ,Faridpur,android,normal,60,7/26/2019 22:09,7/26/2019 16:24,No,Yes,Paperfly                                                                                            ,No
2633740,416540,260,MPD                 ,Dhaka,android,normal,30,7/26/2019 22:07,7/26/2019 16:13,No,No,E-Desh                                                                                              ,No
2633739,620716,252,ADC                 ,Dhaka,android,normal,25,7/26/2019 22:07,7/26/2019 16:21,No,No,E-Courier LTD                                                                                       ,No
2633737,980583,215,MPD                 ,Habiganj,android,normal,60,7/26/2019 22:06,7/26/2019 16:52,Yes,Yes,Paperfly                                                                                            ,No
2633731,788388,100,MPS                 ,Dhaka,android,normal,25,7/26/2019 22:05,7/26/2019 16:08,Yes,Yes,E-Desh                                                                                              ,No
2633729,788388,215,MPS                 ,Dhaka,android,normal,25,7/26/2019 22:05,7/26/2019 16:08,Yes,Yes,E-Desh                                                                                              ,No
2633728,980584,320,MPS                 ,Dhaka,android,normal,0,7/26/2019 22:05,7/26/2019 16:07,No,No,E-Desh                                                                                              ,No
2633726,860113,180,MPD                 ,Dhaka,android,normal,30,7/26/2019 22:04,7/26/2019 16:58,No,Yes,E-Desh                                                                                              ,No
2633723,905365,182,MPS                 ,Dhaka,android,normal,25,7/26/2019 22:01,7/26/2019 16:06,No,Yes,E-Desh                                                                                              ,No
2633719,980569,153,MPD                 ,Meherpur,android,normal,60,7/26/2019 21:58,7/26/2019 16:14,No,Yes,Paperfly                                                                                            ,No
2633718,298333,315,MPD                 ,Chandpur,-1,,45,7/26/2019 21:58,7/26/2019 16:22,No,No,Paperfly                                                                                            ,No
2633711,668649,490,MPD                 ,Dhaka,android,normal,0,7/26/2019 21:56,7/26/2019 15:59,Yes,No,E-Desh                                                                                              ,No
2633697,980584,320,MPS                 ,Dhaka,android,normal,0,7/26/2019 21:54,7/26/2019 16:00,No,No,E-Desh                                                                                              ,No
2633695,980565,165,MPD                 ,Dhaka,android,normal,30,7/26/2019 21:53,7/26/2019 16:03,No,Yes,E-Desh                                                                                              ,No
2633694,976479,750,MPD                 ,Dhaka,android,normal,60,7/26/2019 21:53,7/26/2019 16:00,No,No,E-Desh                                                                                              ,No
2633687,950259,290,MPD                 ,Dhaka (Outside City),mobile-site,express,75,7/26/2019 21:51,7/26/2019 15:52,No,Yes,Paperfly                                                                                            ,No
2633682,416540,499,MPD                 ,Dhaka,android,normal,30,7/26/2019 21:48,7/26/2019 15:50,No,No,E-Desh                                                                                              ,No
2633681,980569,180,MPD                 ,Meherpur,android,normal,60,7/26/2019 21:47,7/26/2019 16:14,No,Yes,Paperfly                                                                                            ,No
2633678,416540,500,MPD                 ,Dhaka,android,normal,30,7/26/2019 21:44,7/26/2019 15:50,No,No,E-Desh                                                                                              ,No
2633675,743010,75,ADC                 ,Sherpur,android,normal,25,7/26/2019 21:42,7/26/2019 15:45,Yes,No,Paperfly                                                                                            ,No
2633674,743010,77,ADC                 ,Sherpur,android,normal,25,7/26/2019 21:42,7/26/2019 15:45,Yes,No,Paperfly                                                                                            ,No
2633672,946262,350,MPS                 ,Feni,android,normal,25,7/26/2019 21:42,7/26/2019 15:46,No,No,Paperfly                                                                                            ,No
2633667,977643,166,MPD                 ,Narsingdi,android,normal,60,7/26/2019 21:41,7/26/2019 15:45,No,No,Paperfly                                                                                            ,No
2633662,979916,115,MPD                 ,Jamalpur,android,normal,60,7/26/2019 21:37,7/26/2019 15:39,No,Yes,Paperfly                                                                                            ,No
2633658,975306,150,MPD                 ,Dhaka,android,normal,30,7/26/2019 21:34,7/26/2019 15:40,No,Yes,E-Desh                                                                                              ,Yes
2633652,908682,115,MPD                 ,Gazipur,android,normal,0,7/26/2019 21:32,7/26/2019 15:35,Yes,Yes,Paperfly                                                                                            ,No
2633651,908682,180,MPD                 ,Gazipur,android,normal,0,7/26/2019 21:32,7/26/2019 15:35,Yes,Yes,Paperfly                                                                                            ,No
2633649,908682,599,MPD                 ,Gazipur,android,normal,0,7/26/2019 21:32,7/26/2019 15:35,Yes,No,Paperfly                                                                                            ,No
2633647,665350,232,MPD                 ,Thakurgaon,android,normal,60,7/26/2019 21:31,7/26/2019 15:37,No,No,Bangladesh Postal Service                                                                           ,No
2633642,978679,170,MPD                 ,Dhaka,android,normal,25,7/26/2019 21:28,7/26/2019 15:31,Yes,Yes,E-Courier LTD                                                                                       ,No
2633641,978679,235,MPD                 ,Dhaka,android,normal,30,7/26/2019 21:28,7/26/2019 15:30,Yes,Yes,E-Desh                                                                                              ,No
2633637,584988,499,MPS                 ,Jessore,android,normal,25,7/26/2019 21:26,7/26/2019 15:35,No,No,Paperfly                                                                                            ,No
2633635,980562,599,MPD                 ,Jessore,mobile-site,express,75,7/26/2019 21:24,7/26/2019 15:26,No,No,Bangladesh Postal Service                                                                           ,No
2633630,977099,200,MPS                 ,Sylhet City,android,normal,0,7/26/2019 21:22,7/26/2019 15:35,Yes,Yes,E-Desh                                                                                              ,No
2633629,975839,0,MPS                 ,Dhaka,android,normal,25,7/26/2019 21:22,7/26/2019 15:27,Yes,Yes,E-Desh                                                                                              ,No
2633628,975839,295,MPS                 ,Dhaka,android,normal,25,7/26/2019 21:22,7/26/2019 15:27,Yes,Yes,E-Desh                                                                                              ,No
2633625,971438,371,MPD                 ,Narayanganj,android,normal,60,7/26/2019 21:20,7/26/2019 15:22,No,No,Paperfly                                                                                            ,No
2633623,979234,180,MPD                 ,Dhaka,android,normal,30,7/26/2019 21:19,7/26/2019 15:21,No,Yes,E-Desh                                                                                              ,No
2633622,980549,200,MPS                 ,Dhaka,android,normal,0,7/26/2019 21:19,7/27/2019 5:56,No,No,E-Desh                                                                                              ,No
2633618,979234,178,MPD                 ,Dhaka,android,normal,30,7/26/2019 21:16,7/26/2019 15:21,No,Yes,E-Desh                                                                                              ,No
2633608,980550,200,MPD                 ,Dhaka,android,normal,30,7/26/2019 21:09,7/26/2019 15:17,No,No,E-Desh                                                                                              ,Yes
2633607,830082,0,MPD                 ,Patuakhali,android,normal,25,7/26/2019 21:08,7/26/2019 15:22,Yes,Yes,Paperfly                                                                                            ,No
2633606,830082,240,MPD                 ,Patuakhali,android,normal,60,7/26/2019 21:08,7/26/2019 15:22,Yes,Yes,Paperfly                                                                                            ,No
2633598,869083,145,MPD                 ,Brahmanbaria,android,normal,60,7/26/2019 21:07,7/26/2019 15:11,Yes,No,Paperfly                                                                                            ,No
2633597,642107,0,MPS                 ,Chittagong (Outside City),android,normal,25,7/26/2019 21:07,7/26/2019 15:17,Yes,Yes,Paperfly                                                                                            ,No
2633596,642107,250,MPS                 ,Chittagong (Outside City),android,normal,25,7/26/2019 21:07,7/26/2019 15:17,Yes,Yes,Paperfly                                                                                            ,No
2633590,947939,441,MPD                 ,Faridpur,android,normal,60,7/26/2019 21:06,7/26/2019 15:13,No,No,Bangladesh Postal Service                                                                           ,No
2633585,877377,349,MPD                 ,Rangpur,android,normal,0,7/26/2019 21:02,7/26/2019 15:03,Yes,No,Paperfly                                                                                            ,No
2633583,896877,192,MPD                 ,Natore,android,express,75,7/26/2019 21:00,7/26/2019 15:05,No,Yes,Bangladesh Postal Service                                                                           ,No
